year,continent,"disaster type",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
2009,Africa,Earthquake,4,8,0,372,41100,41472,0
2009,Africa,Epidemic,54,7256,338672,2912,0,341584,0
2009,Africa,Flood,90,1312,5115776,2214,48720,5166710,300000
2009,Africa,"Insect infestation",2,0,1000000,0,0,1000000,0
2009,Africa,Landslide,2,54,0,12,20000,20012,0
2009,Africa,Storm,26,98,273158,26,38474,311658,46000
2009,Africa,Wildfire,2,0,0,0,250,250,0
2009,Americas,Drought,14,0,5705000,0,0,5705000,57400
2009,Americas,Earthquake,4,76,357054,454,0,357508,600000
2009,Americas,Epidemic,18,168,434112,0,0,434112,0
2009,Americas,"Extreme temperature ",4,664,0,48524,0,48524,2200000
2009,Americas,Flood,68,688,4871432,996,26820,4899248,2588446
2009,Americas,Landslide,15,432,43280,64,1486,44830,175000
2009,Americas,"Mass movement (dry)",2,72,4074,0,1982,6056,0
2009,Americas,Storm,38,738,420394,498,30900,451792,23738000
2009,Americas,Wildfire,4,4,0,58,852,910,200000
2009,Asia,Drought,12,0,124926000,0,0,124926000,7200000
2009,Asia,Earthquake,26,2730,5797948,9244,106520,5913712,6198380
2009,Asia,Epidemic,6,1942,190804,0,0,190804,0
2009,Asia,"Extreme temperature ",8,556,1638212,64,0,1638276,124000
2009,Asia,Flood,104,5032,109122520,508,140000,109263028,10734816
2009,Asia,Landslide,38,834,3566,100,20000,23666,278000
2009,Asia,Storm,86,5650,99920502,20196,422370,100363068,15038710
2009,Asia,"Volcanic activity",2,0,94274,0,0,94274,0
2009,Europe,Earthquake,4,590,0,2000,110300,112300,5000000
2009,Europe,"Extreme temperature ",34,826,20000,1534,0,21534,0
2009,Europe,Flood,30,128,64980,288,10000,75268,1948000
2009,Europe,Storm,18,82,360,188,0,548,13300000
2009,Europe,Wildfire,10,16,1430,0,650,2080,230000
2009,Oceania,Earthquake,6,372,16550,634,0,17184,319000
2009,Oceania,Epidemic,8,384,17276,0,0,17276,0
2009,Oceania,"Extreme temperature ",2,694,0,4000,0,4000,0
2009,Oceania,Flood,10,80,55412,0,0,55412,386494
2009,Oceania,Landslide,2,38,0,0,0,0,0
2009,Oceania,Storm,6,6,38490,0,0,38490,146600
2009,Oceania,"Volcanic activity",2,0,800,0,0,800,0
2009,Oceania,Wildfire,2,360,18908,1000,0,19908,2600000
2010,Africa,Drought,12,40000,15531752,0,0,15531752,0
2010,Africa,Earthquake,2,4,0,86,0,86,0
2010,Africa,Epidemic,52,5534,88276,0,0,88276,0
2010,Africa,Flood,102,1278,8301142,2832,500980,8804954,118352
2010,Africa,"Insect infestation",2,0,4600000,0,0,4600000,0
2010,Africa,Landslide,14,980,25570,78,14460,40108,0
2010,Africa,Storm,12,400,403060,344,3000,406404,0
2010,Africa,Wildfire,2,16,0,0,5540,5540,0
2010,Americas,Drought,14,0,249000,0,0,249000,229400
2010,Americas,Earthquake,8,446268,10573644,621192,1600000,12794836,78325000
2010,Americas,Epidemic,18,14360,808802,554902,0,1363704,0
2010,Americas,"Extreme temperature ",14,1006,115500,0,0,115500,0
2010,Americas,Flood,66,2498,9273790,2354,27000,9303144,3976000
2010,Americas,Landslide,12,734,0,220,103280,103500,1000000
2010,Americas,Storm,76,886,2557416,990,21796,2580202,31996200
2010,Americas,"Volcanic activity",4,0,8600,0,0,8600,0
2010,Americas,Wildfire,4,62,400,0,600,1000,0
2010,Asia,Drought,4,0,82965204,0,0,82965204,4740000
2010,Asia,Earthquake,34,7194,174816,26524,221468,422808,3011800
2010,Asia,Epidemic,12,1666,13416,248160,0,261576,0
2010,Asia,"Extreme temperature ",6,1040,30000,0,0,30000,0
2010,Asia,Flood,124,12704,358731864,15424,813460,359560748,62708730
2010,Asia,Landslide,38,5134,4774476,1076,650,4776202,1554156
2010,Asia,Storm,60,1700,12251564,3844,1529240,13784648,4820112
2010,Asia,"Volcanic activity",6,646,331812,910,0,332722,0
2010,Asia,Wildfire,4,132,40000,50,0,40050,540000
2010,Europe,Drought,2,0,0,0,0,0,2800000
2010,Europe,Earthquake,2,4,50880,240,2940,54060,264520
2010,Europe,"Extreme temperature ",38,112330,0,22,0,22,800000
2010,Europe,Flood,64,354,561562,154,0,561716,16654068
2010,Europe,Storm,28,134,1000000,168,0,1000168,13891000
2010,Europe,"Volcanic activity",2,0,0,0,0,0,0
2010,Europe,Wildfire,4,122,10000,1992,2400,14392,3600000
2010,Oceania,Earthquake,4,0,602250,6,0,602256,13000000
2010,Oceania,Flood,12,74,404032,2,0,404034,14818000
2010,Oceania,Storm,14,8,89390,38,1180,90608,5540854
2011,Africa,Drought,24,0,52300388,0,0,52300388,0
2011,Africa,Epidemic,32,5750,222692,0,0,222692,0
2011,Africa,Flood,88,1344,2798250,1506,93102,2892858,2013000
2011,Africa,Storm,18,240,187466,860,58690,247016,20000
2011,Americas,Drought,4,0,5000000,0,0,5000000,16000000
2011,Americas,Earthquake,6,12,2840,216,3410,6466,0
2011,Americas,Epidemic,10,90,1944432,440,0,1944872,0
2011,Americas,"Extreme temperature ",12,90,374066,0,0,374066,1000000
2011,Americas,Flood,78,3358,10342200,826,166000,10509026,23635826
2011,Americas,Landslide,8,126,8650,0,0,8650,0
2011,Americas,Storm,66,1680,1958388,7234,36814,2002436,88235400
2011,Americas,"Volcanic activity",4,0,13000,0,0,13000,208000
2011,Americas,Wildfire,14,20,800,10,28364,29174,6166000
2011,Asia,Drought,4,0,3500000,0,0,3500000,284000
2011,Asia,Earthquake,48,41496,2460490,22500,371494,2854484,424199700
2011,Asia,Epidemic,12,508,145510,400,0,145910,0
2011,Asia,"Extreme temperature ",16,708,7854000,44944,466000,8364944,562246
2011,Asia,Flood,125,7554,257288362,2358,2159470,259450190,114083238
2011,Asia,Landslide,25,491,1740,62,4000,5802,0
2011,Asia,Storm,62,4264,74308194,16342,500000,74824536,8278896
2011,Asia,"Volcanic activity",8,6,72598,10,12000,84608,0
2011,Europe,Earthquake,2,20,0,600,30000,30600,400000
2011,Europe,"Extreme temperature ",4,72,0,0,0,0,0
2011,Europe,Flood,18,52,38938,0,0,38938,1782030
2011,Europe,Landslide,2,6,0,2,0,2,0
2011,Europe,Storm,10,20,1000,176,0,1176,204000
2011,Oceania,Drought,2,0,0,0,0,0,0
2011,Oceania,Earthquake,4,364,600000,3090,600,603690,36000000
2011,Oceania,Flood,2,0,434,0,0,434,0
2011,Oceania,Storm,12,2,78600,0,0,78600,5006000
2011,Oceania,Wildfire,2,0,240,0,0,240,108000
2012,Africa,Drought,14,0,25923800,0,0,25923800,0
2012,Africa,Epidemic,36,3236,141858,298,0,142156,0
2012,Africa,"Extreme temperature ",2,0,15000,0,0,15000,0
2012,Africa,Flood,58,1704,18504760,2684,162980,18670424,1655500
2012,Africa,Landslide,2,36,0,128,6736,6864,0
2012,Africa,Storm,22,320,935190,670,7740,943600,202000
2012,Americas,Drought,12,0,3566770,0,0,3566770,42920000
2012,Americas,Earthquake,10,98,2788578,1146,10770,2800494,1350000
2012,Americas,Epidemic,12,478,164430,0,0,164430,0
2012,Americas,"Extreme temperature ",4,750,60226,0,0,60226,0
2012,Americas,Flood,49,420,1789670,298,139282,1929250,1162200
2012,Americas,Landslide,2,44,0,0,0,0,0
2012,Americas,Storm,70,680,1378322,1188,221194,1600704,159365084
2012,Americas,"Volcanic activity",2,0,20000,0,0,20000,0
2012,Americas,Wildfire,8,30,7368,140,2076,9584,2000000
2012,Asia,Drought,4,0,9600000,0,0,9600000,0
2012,Asia,Earthquake,42,1276,2768100,81468,19234,2868802,4122628
2012,Asia,Epidemic,2,60,6316,0,0,6316,0
2012,Asia,"Extreme temperature ",18,806,260000,1536,0,261536,40400
2012,Asia,Flood,124,4504,106904234,6964,113414,107024612,38507846
2012,Asia,Landslide,20,808,244,324,0,568,0
2012,Asia,"Mass movement (dry)",2,32,0,0,0,0,0
2012,Asia,Storm,78,5168,36769424,11646,984150,37765220,11525274
2012,Europe,Drought,8,0,11600,0,0,11600,8040000
2012,Europe,Earthquake,6,48,22280,940,28000,51220,31600000
2012,Europe,"Extreme temperature ",68,1567,875910,7658,0,883568,265202
2012,Europe,Flood,30,414,187864,7890,12400,208154,8484800
2012,Europe,Storm,2,2,600,20,0,620,11800
2012,Europe,Wildfire,4,12,0,704,504,1208,0
2012,Oceania,Flood,12,48,480762,0,0,480762,1408000
2012,Oceania,Landslide,2,120,0,0,0,0,0
2012,Oceania,Storm,8,34,45606,18,0,45624,301000
2013,Africa,Drought,4,0,5062000,0,0,5062000,128000
2013,Africa,Epidemic,32,634,440530,5018,0,445548,0
2013,Africa,Flood,68,1462,4556458,684,4610,4561752,286048
2013,Africa,Storm,12,432,403424,322,0,403746,68600
2013,Africa,Wildfire,4,2,0,0,10032,10032,0
2013,Americas,Drought,8,0,837040,0,0,837040,400000
2013,Americas,Earthquake,6,2,22434,192,600,23226,8000
2013,Americas,Epidemic,10,264,101172,0,0,101172,0
2013,Americas,"Extreme temperature ",9,95,122434,0,5247,127681,2000000
2013,Americas,Flood,58,892,3065445,1136,164730,3231311,19944204
2013,Americas,Landslide,6,86,0,58,0,58,0
2013,Americas,Storm,46,712,823378,2122,1200,826700,43650000
2013,Americas,"Volcanic activity",4,0,128238,0,0,128238,0
2013,Americas,Wildfire,10,44,222,34,4494,4750,1412800
2013,Asia,Drought,2,0,10000000,0,0,10000000,0
2013,Asia,Earthquake,44,2218,13930164,42916,28080,14001160,18041718
2013,Asia,Epidemic,2,154,72000,0,0,72000,0
2013,Asia,"Extreme temperature ",12,1968,29000,108000,0,137000,0
2013,Asia,Flood,132,17154,52919314,11362,320652,53251328,51943776
2013,Asia,Landslide,16,384,2000,4,0,2004,0
2013,Asia,"Mass movement (dry)",2,92,0,4,0,4,16000
2013,Asia,Storm,100,15978,96226882,70852,108472,96406206,46898128
2013,Asia,"Volcanic activity",4,0,84054,0,0,84054,0
2013,Europe,Earthquake,2,0,3600,0,0,3600,0
2013,Europe,"Extreme temperature ",6,1578,20000,2650,0,22650,0
2013,Europe,Flood,32,124,2820452,0,3990,2824442,37391104
2013,Europe,Impact,1,0,300000,1491,0,301491,33000
2013,Europe,Storm,46,72,44200,320,92,44612,10120000
2013,Europe,Wildfire,2,18,0,0,0,0,0
2013,Oceania,Drought,4,0,12768,0,0,12768,1646000
2013,Oceania,Earthquake,4,20,34330,8,0,34338,100000
2013,Oceania,Epidemic,2,6,3940,0,0,3940,0
2013,Oceania,Flood,4,0,90454,0,0,90454,0
2013,Oceania,Storm,6,12,15000,0,0,15000,4040000
2013,Oceania,Wildfire,4,6,2880,0,0,2880,732000
2014,Africa,"Animal accident",2,24,10,0,0,10,0
2014,Africa,Drought,7,0,11920000,0,0,11920000,0
2014,Africa,Earthquake,6,14,24000,844,0,24844,0
2014,Africa,Epidemic,30,20184,139846,5220,0,145066,0
2014,Africa,Flood,41,801,1309046,974,75260,1385280,210000
2014,Africa,Landslide,2,22,0,0,0,0,0
2014,Africa,Storm,11,111,253272,15,8672,261959,985000
2014,Africa,"Volcanic activity",2,0,3480,0,0,3480,0
2014,Americas,Drought,12,0,4508560,0,0,4508560,16358000
2014,Americas,Earthquake,18,59,2238742,1496,19880,2260118,2103000
2014,Americas,Epidemic,6,8,162034,0,0,162034,0
2014,Americas,"Extreme temperature ",6,547,8141,0,0,8141,5500000
2014,Americas,Flood,46,363,2235341,108,5400,2240849,2035800
2014,Americas,Landslide,6,270,7300,0,155100,162400,330000
2014,Americas,Storm,41,349,340568,806,60,341434,22475000
2014,Americas,Wildfire,4,28,28858,1000,0,29858,268000
2014,Asia,Drought,10,248,63000000,0,0,63000000,3748000
2014,Asia,Earthquake,25,1478,4989088,8925,14198,5012211,12174000
2014,Asia,Epidemic,2,4,0,394,0,394,0
2014,Asia,"Extreme temperature ",7,455,2000000,0,0,2000000,18000
2014,Asia,Flood,105,4798,59944234,2717,2235440,62182391,57208000
2014,Asia,Landslide,21,2098,374090,454,3430,377974,38000
2014,Asia,Storm,91,1755,47208447,7051,106510,47322008,47660533
2014,Asia,"Volcanic activity",8,202,351266,282,0,351548,372000
2014,Europe,Earthquake,4,6,154000,50,0,154050,1078000
2014,Europe,"Extreme temperature ",11,66,174800,3000,0,177800,0
2014,Europe,Flood,47,262,5332766,2001,2260,5337027,7439870
2014,Europe,Landslide,1,1,600,0,0,600,0
2014,Europe,Storm,26,57,36100,48,0,36148,1427000
2014,Oceania,"Extreme temperature ",2,139,0,0,0,0,0
2014,Oceania,Flood,7,94,132160,0,0,132160,48000
2014,Oceania,Storm,7,26,125219,52,0,125271,1079000
2014,Oceania,"Volcanic activity",2,0,2760,0,0,2760,0
2014,Oceania,Wildfire,2,4,0,0,336,336,50000
2015,Africa,Epidemic,3,14,0,811,0,811,0
2015,Africa,Flood,6,413,763881,0,24595,788476,0
2015,Africa,Storm,4,151,5000,149,174795,179944,0
2015,Americas,Drought,2,0,545000,0,0,545000,0
2015,Americas,Flood,3,27,124657,0,1738,126395,0
2015,Americas,Storm,4,75,4500,0,0,4500,100000
2015,Asia,Earthquake,1,0,8640,0,0,8640,14650
2015,Asia,"Extreme temperature ",1,140,0,0,0,0,0
2015,Asia,Flood,3,36,6805,0,0,6805,0
2015,Asia,Storm,3,157,21687,0,0,21687,100680
2015,Europe,Flood,3,5,212000,0,0,212000,12600
2015,Oceania,Storm,6,11,170890,0,48,170938,311000
2015,Oceania,Wildfire,1,0,450,29,0,479,0
