year,continent,"disaster type",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
1984,Africa,Storm,18,766,3175000,430,1000,3176430,1042304
1984,Africa,"Volcanic activity",2,74,0,0,0,0,0
1984,Africa,Wildfire,2,0,0,0,0,0,0
1984,Americas,Drought,2,0,60000,0,0,60000,2000000
1984,Americas,Epidemic,2,600,0,0,0,0,0
1984,Americas,Flood,28,584,768000,0,74200,842200,4130000
1984,Americas,Landslide,4,74,24000,28,0,24028,6000
1984,Americas,Storm,36,2520,474528,1544,239988,716060,4453430
1984,Americas,"Volcanic activity",2,0,6000,0,0,6000,0
1984,Asia,Drought,2,460,4000,0,0,4000,0
1984,Asia,Earthquake,18,106,1505100,852,20000,1525952,98000
1984,Asia,Epidemic,10,11130,62000,0,0,62000,0
1984,Asia,"Extreme temperature ",2,580,0,0,0,0,0
1984,Asia,Flood,48,5096,101461048,466,824000,102285514,1323000
1984,Asia,Landslide,6,322,8000,80,0,8080,80000
1984,Asia,Storm,24,6742,10392462,6496,2645052,13044010,742980
1984,Asia,"Volcanic activity",8,0,196000,0,0,196000,0
1984,Asia,Wildfire,2,0,0,0,0,0,4000
1984,Europe,Earthquake,8,8,10000,770,48600,59370,0
1984,Europe,Epidemic,2,52,32,0,0,32,0
1984,Europe,Flood,8,0,4000,0,0,4000,0
1984,Europe,Landslide,2,60,0,0,0,0,0
1984,Europe,Storm,34,908,120000,620,0,120620,4084200
1984,Europe,"Volcanic activity",2,0,0,0,0,0,0
1984,Europe,Wildfire,10,34,400,0,0,400,0
1984,Oceania,Flood,4,72,13610,0,0,13610,46000
1984,Oceania,Storm,2,0,0,0,0,0,0
1985,Africa,Drought,2,0,1000000,0,0,1000000,0
1985,Africa,Earthquake,2,60,0,0,0,0,2000
1985,Africa,Epidemic,10,6050,31696,0,0,31696,0
1985,Africa,Flood,22,208,1896000,0,333944,2229944,26600
1985,Africa,"Insect infestation",4,0,0,0,0,0,0
1985,Africa,Storm,6,4,70000,0,0,70000,11136
1985,Africa,Wildfire,2,8,3000,0,0,3000,0
1985,Americas,Drought,2,0,0,0,0,0,1302000
1985,Americas,Earthquake,10,19372,6052584,66050,1207600,7326234,11208000
1985,Americas,Flood,28,1400,3568890,0,116950,3685840,3485000
1985,Americas,Landslide,6,500,0,0,8000,8000,0
1985,Americas,"Mass movement (dry)",2,0,0,0,0,0,0
1985,Americas,Storm,32,816,2955322,3400,90200,3048922,10411610
1985,Americas,"Volcanic activity",2,43600,15400,10000,0,25400,2000000
1985,Americas,Wildfire,4,0,1600,0,0,1600,0
1985,Asia,Drought,2,0,0,0,0,0,0
1985,Asia,Earthquake,20,216,39630,1408,32130,73168,4000
1985,Asia,Epidemic,14,5590,13672,0,0,13672,0
1985,Asia,"Extreme temperature ",4,656,0,0,0,0,288000
1985,Asia,Flood,50,6432,28542500,114,918000,29460614,3928700
1985,Asia,Landslide,2,120,0,0,0,0,0
1985,Asia,"Mass movement (dry)",2,600,0,0,0,0,0
1985,Asia,Storm,36,33374,7002574,8440,1470512,8481526,493150
1985,Asia,"Volcanic activity",2,0,2156,0,0,2156,0
1985,Asia,Wildfire,4,26,0,0,0,0,0
1985,Europe,Earthquake,6,58,19372,192,0,19564,0
1985,Europe,Epidemic,2,68,288,0,0,288,0
1985,Europe,"Extreme temperature ",12,256,11490,0,2680,14170,0
1985,Europe,Flood,10,704,20000,60,0,20060,61600
1985,Europe,Landslide,4,134,0,52,0,52,0
1985,Europe,Storm,14,0,0,0,0,0,4000
1985,Europe,Wildfire,12,46,600,260,0,860,190000
1985,Oceania,Earthquake,6,0,0,0,0,0,2000
1985,Oceania,Flood,6,8,540,0,0,540,11556
1985,Oceania,Storm,14,136,480300,0,0,480300,756510
1985,Oceania,Wildfire,4,22,0,200,0,200,66338
1986,Africa,Drought,2,0,1700000,0,0,1700000,0
1986,Africa,Epidemic,10,5114,17666,0,0,17666,0
1986,Africa,Flood,6,46,56446,0,17000,73446,0
1986,Africa,"Insect infestation",26,0,0,0,0,0,0
1986,Africa,Storm,2,198,167770,848,0,168618,300000
1986,Africa,"Volcanic activity",2,3492,20000,874,0,20874,0
1986,Americas,Drought,2,0,0,0,0,0,0
1986,Americas,Earthquake,16,2240,1051600,40318,517800,1609718,3057440
1986,Americas,Epidemic,2,0,69444,0,0,69444,0
1986,Americas,"Extreme temperature ",2,96,0,0,0,0,3500000
1986,Americas,Flood,38,790,2287190,1340,269400,2557930,399500
1986,Americas,Landslide,8,602,0,0,732,732,0
1986,Americas,Storm,18,68,128380,192,0,128572,148000
1986,Americas,Wildfire,4,0,4000,0,0,4000,0
1986,Asia,Drought,2,168,2000,0,0,2000,0
1986,Asia,Earthquake,16,70,46800,366,1080,48246,10000
1986,Asia,Epidemic,10,978,1128600,0,0,1128600,0
1986,Asia,"Extreme temperature ",2,4,60000,0,0,60000,0
1986,Asia,Flood,42,2668,19483754,48,2600000,22083802,6965600
1986,Asia,Landslide,10,400,612,56,5000000,5000668,0
1986,Asia,Storm,66,3370,28096144,18268,673266,28787678,8972206
1986,Asia,"Volcanic activity",2,0,26000,0,0,26000,0
1986,Asia,Wildfire,4,0,0,6,0,6,0
1986,Europe,Drought,2,0,0,0,0,0,1000000
1986,Europe,Earthquake,8,52,540000,1836,15000,556836,2950000
1986,Europe,Flood,4,4,2000,0,0,2000,40000
1986,Europe,Storm,10,22,0,0,0,0,210000
1986,Europe,Wildfire,4,40,4000,100,0,4100,0
1986,Oceania,Earthquake,2,0,2000,0,0,2000,1000
1986,Oceania,Flood,10,56,433660,0,0,433660,198800
1986,Oceania,Storm,16,220,195000,24,122000,317024,483278
1987,Africa,Drought,12,2034,25974534,0,0,25974534,0
1987,Africa,Earthquake,4,20,6860,64,0,6924,2000
1987,Africa,Epidemic,34,3250,16418,0,0,16418,0
1987,Africa,Flood,6,1048,330000,0,60000,390000,1530610
1987,Africa,"Insect infestation",28,0,0,0,0,0,0
1987,Africa,Storm,8,130,8000,28,107400,115428,22000
1987,Americas,Drought,4,0,1646000,0,0,1646000,0
1987,Americas,Earthquake,12,10034,10400,524,310000,320924,3436000
1987,Americas,"Extreme temperature ",2,160,0,0,0,0,0
1987,Americas,Flood,46,1272,478848,1550,163400,643798,921000
1987,Americas,Landslide,14,1952,50000,5622,4080,59702,1600
1987,Americas,Storm,30,362,8400,596,860,9856,1316000
1987,Americas,"Volcanic activity",2,0,6000,70,0,6070,0
1987,Americas,Wildfire,6,0,304000,4,1500,305504,200000
1987,Asia,Drought,14,600,606404200,0,0,606404200,0
1987,Asia,Earthquake,18,262,489218,576,16000,505794,10000
1987,Asia,Epidemic,16,1934,1208700,0,0,1208700,0
1987,Asia,"Extreme temperature ",8,280,0,34,0,34,0
1987,Asia,Flood,64,10936,98688752,1426,309600,98999778,4881800
1987,Asia,"Insect infestation",2,0,0,0,0,0,0
1987,Asia,Landslide,4,270,238,0,0,238,0
1987,Asia,"Mass movement (dry)",2,262,1302,100,0,1402,2000
1987,Asia,Storm,46,4978,9316054,7750,2205078,11528882,1677400
1987,Asia,"Volcanic activity",2,0,26000,0,0,26000,0
1987,Asia,Wildfire,4,382,112184,442,0,112626,220000
1987,Europe,"Extreme temperature ",2,2000,0,0,0,0,0
1987,Europe,Flood,18,276,44000,0,32000,76000,4800000
1987,Europe,Landslide,6,166,12000,378,0,12378,1250000
1987,Europe,"Mass movement (dry)",2,104,1000,12,0,1012,0
1987,Europe,Storm,18,212,0,0,0,0,9961200
1987,Europe,Wildfire,4,0,0,0,0,0,0
1987,Oceania,Earthquake,4,4,22000,50,0,22050,425250
1987,Oceania,Flood,2,0,1400,0,0,1400,0
1987,Oceania,Landslide,2,20,0,0,0,0,0
1987,Oceania,Storm,14,118,110138,6,1464,111608,163290
1987,Oceania,Wildfire,2,0,260,0,0,260,0
1988,Africa,Drought,16,400,7327000,0,0,7327000,0
1988,Africa,Earthquake,6,16,4000,170,400,4570,0
1988,Africa,Epidemic,26,22150,208964,0,0,208964,0
1988,Africa,Flood,32,900,3634284,210,2692000,6326494,20400
1988,Africa,"Insect infestation",34,0,0,0,0,0,0
1988,Africa,Landslide,2,0,0,0,3000,3000,0
1988,Africa,"Mass movement (dry)",2,62,0,0,0,0,0
1988,Africa,Storm,8,322,30614,0,0,30614,314
1988,Americas,Drought,12,0,0,0,0,0,1716800
1988,Americas,Earthquake,4,10,1000,0,3100,4100,0
1988,Americas,Epidemic,6,460,340,0,0,340,0
1988,Americas,"Extreme temperature ",4,200,0,0,0,0,1200
1988,Americas,Flood,54,2030,18341180,5094,77250,18423524,3088880
1988,Americas,Landslide,4,204,10000,50,2000,12050,0
1988,Americas,Storm,64,1376,4733464,15580,177000,4926044,5974572
1988,Americas,"Volcanic activity",4,0,7800,0,0,7800,0
1988,Asia,Drought,6,2800,101072000,0,0,101072000,1885774
1988,Asia,Earthquake,18,4070,42733000,16744,534000,43283744,803000
1988,Asia,Epidemic,8,7822,4000,0,0,4000,0
1988,Asia,"Extreme temperature ",4,900,0,400,0,400,0
1988,Asia,Flood,46,14012,188861882,5166,2241000,191108048,11262308
1988,Asia,Landslide,20,1698,102610,2260,370,105240,0
1988,Asia,"Mass movement (dry)",2,100,0,0,0,0,0
1988,Asia,Storm,40,5048,32861812,3348,4232642,37097802,832032
1988,Asia,"Volcanic activity",6,14,18140,0,5000,23140,0
1988,Europe,Earthquake,6,50000,2201380,24050,1060000,3285430,28000000
1988,Europe,"Extreme temperature ",4,188,0,0,0,0,0
1988,Europe,Flood,8,32,8160,0,0,8160,1000000
1988,Europe,Landslide,2,0,4000,0,0,4000,0
1988,Oceania,Earthquake,2,2,0,0,1000,1000,0
1988,Oceania,Flood,12,34,3916,0,0,3916,136110
1988,Oceania,Landslide,2,2,0,0,6000,6000,0
1988,Oceania,"Mass movement (dry)",2,152,2000,0,0,2000,0
1988,Oceania,Storm,8,14,6200,0,7200,13400,40834
1989,Africa,Drought,8,474,17720000,0,0,17720000,0
1989,Africa,Earthquake,4,62,24000,568,100000,124568,56000
1989,Africa,Epidemic,22,3068,46498,0,0,46498,0
1989,Africa,Flood,24,178,2538182,600,200000,2738782,2200
1989,Africa,Landslide,2,0,296,0,0,296,0
1989,Africa,Storm,10,114,131092,1136,0,132228,230472
1989,Americas,Earthquake,8,140,600,8214,4030,12844,11200000
1989,Americas,Epidemic,4,208,194,0,0,194,0
1989,Americas,"Extreme temperature ",2,168,0,0,0,0,0
1989,Americas,Flood,28,614,1509860,0,668888,2178748,30000
1989,Americas,Landslide,8,260,156000,120,2000,158120,0
1989,Americas,"Mass movement (dry)",2,20,0,0,0,0,0
1989,Americas,Storm,60,348,114420,448,115660,230528,16775600
1989,Americas,Wildfire,4,2,50000,0,0,50000,8566400
1989,Asia,Drought,2,0,10000000,0,0,10000000,0
1989,Asia,Earthquake,22,526,242980,1424,297100,541504,436000
1989,Asia,Epidemic,4,440,0,0,0,0,0
1989,Asia,"Extreme temperature ",8,594,0,0,0,0,0
1989,Asia,Flood,30,8544,202845084,22024,865428,203732536,5730000
1989,Asia,"Insect infestation",2,0,0,0,0,0,0
1989,Asia,Landslide,16,434,31324,642,4530,36496,682
1989,Asia,"Mass movement (dry)",2,90,0,0,0,0,0
1989,Asia,Storm,56,7928,99278384,34968,1976682,101290034,3443704
1989,Asia,"Volcanic activity",2,0,6000,0,0,6000,0
1989,Asia,Wildfire,2,0,0,0,0,0,0
1989,Europe,Drought,4,0,6400000,0,0,6400000,3200000
1989,Europe,Earthquake,2,548,24000,102,0,24102,49600
1989,Europe,Flood,4,58,0,0,0,0,2030000
1989,Europe,Landslide,4,196,0,0,5000,5000,846000
1989,Europe,"Mass movement (dry)",2,0,16000,0,0,16000,0
1989,Europe,Storm,10,110,0,0,0,0,0
1989,Oceania,Earthquake,2,24,4000,230,0,4230,2000000
1989,Oceania,Flood,6,38,308,0,0,308,0
1989,Oceania,Storm,10,12,0,0,0,0,256822
1990,Africa,Drought,12,0,16133800,0,0,16133800,3478
1990,Africa,Earthquake,10,20,16000,12,0,16012,0
1990,Africa,Epidemic,14,2708,12018,0,0,12018,0
1990,Africa,"Extreme temperature ",2,0,2000000,0,0,2000000,94000
1990,Africa,Flood,14,630,1318000,1000,65736,1384736,486160
1990,Africa,Storm,2,4,0,0,0,0,786000
1990,Americas,Drought,4,0,4966320,0,0,4966320,72000
1990,Americas,Earthquake,14,410,153840,2298,88000,244138,66400
1990,Americas,Epidemic,8,554,19712,0,0,19712,0
1990,Americas,"Extreme temperature ",8,782,0,0,0,0,84500
1990,Americas,Flood,46,440,435172,200,29000,464372,399400
1990,Americas,Landslide,2,66,0,0,0,0,0
1990,Americas,Storm,52,416,28336,0,0,28336,1451400
1990,Americas,"Volcanic activity",2,0,8000,0,0,8000,0
1990,Asia,Drought,2,0,508564,0,0,508564,128000
1990,Asia,Earthquake,26,85186,4426508,222308,228012,4876828,17328500
1990,Asia,Epidemic,12,1138,44000,0,0,44000,0
1990,Asia,"Extreme temperature ",14,1166,0,0,0,0,0
1990,Asia,Flood,48,3370,90780498,15426,605014,91400938,5559936
1990,Asia,Landslide,4,102,0,0,0,0,0
1990,Asia,"Mass movement (dry)",4,146,10000,230,0,10230,0
1990,Asia,Storm,70,8296,31442000,5220,2652430,34099650,18859270
1990,Asia,"Volcanic activity",2,66,20530,0,0,20530,16000
1990,Asia,Wildfire,2,0,0,0,0,0,220000
1990,Europe,Drought,6,0,12000000,0,0,12000000,13000000
1990,Europe,Earthquake,24,90,0,2210,54000,56210,1000000
1990,Europe,"Extreme temperature ",2,10,0,0,0,0,0
1990,Europe,Flood,8,38,46416,0,0,46416,1888000
1990,Europe,Landslide,2,28,0,0,0,0,0
1990,Europe,"Mass movement (dry)",2,86,0,0,0,0,0
1990,Europe,Storm,132,510,0,0,0,0,30580000
1990,Europe,Wildfire,4,0,0,0,0,0,3170000
1990,Oceania,Earthquake,12,0,0,4,0,4,0
1990,Oceania,Epidemic,2,14,2400,0,0,2400,0
1990,Oceania,Flood,4,24,12000,0,0,12000,547400
1990,Oceania,Storm,18,20,352200,6,58004,410210,1519200
1990,Oceania,Wildfire,2,0,0,0,0,0,0
1991,Africa,Drought,18,0,45304000,0,0,45304000,2300000
1991,Africa,Epidemic,36,26836,260798,100,0,260898,0
1991,Africa,Flood,12,1044,4000000,44,300800,4300844,48000
1991,Africa,"Mass movement (dry)",2,26,0,0,0,0,0
1991,Africa,Storm,6,80,262000,600,253000,515600,0
1991,Africa,"Volcanic activity",2,0,0,0,400,400,0
1991,Africa,Wildfire,2,10,0,0,0,0,0
1991,Americas,Drought,6,0,0,0,0,0,3070000
1991,Americas,Earthquake,20,318,175680,3544,26390,205614,267000
1991,Americas,Epidemic,28,22826,613684,159450,0,773134,0
1991,Americas,"Extreme temperature ",2,50,0,0,0,0,0
1991,Americas,Flood,44,192,1507000,164,130680,1637844,1768000
1991,Americas,"Insect infestation",2,0,4000,0,0,4000,0
1991,Americas,Landslide,10,540,130234,280,36542,167056,12800
1991,Americas,"Mass movement (dry)",2,46,0,0,0,0,0
1991,Americas,Storm,38,200,25400,200,400,26000,6120000
1991,Americas,"Volcanic activity",6,0,248000,0,4800,252800,30000
1991,Americas,Wildfire,8,56,0,0,600,600,5160000
1991,Asia,Drought,8,4000,15000000,0,0,15000000,2000
1991,Asia,Earthquake,26,4042,1073520,5966,145830,1225316,176000
1991,Asia,Epidemic,22,11702,3344182,0,0,3344182,0
1991,Asia,"Extreme temperature ",6,1570,900,0,0,900,0
1991,Asia,Flood,82,10228,438860800,64646,10620148,449545594,18799276
1991,Asia,Landslide,6,516,0,0,0,0,0
1991,Asia,Storm,70,292110,43776310,301484,1799524,45877318,26472326
1991,Asia,"Volcanic activity",10,1366,2107098,430,11600,2119128,444000
1991,Asia,Wildfire,2,114,0,16,0,16,26400
1991,Europe,Drought,2,0,0,0,0,0,0
1991,Europe,Earthquake,12,548,193690,3010,328000,524700,3400000
1991,Europe,"Extreme temperature ",8,50,0,0,0,0,1544000
1991,Europe,Flood,10,240,98000,0,16000,114000,4420000
1991,Europe,"Mass movement (dry)",2,100,0,0,0,0,0
1991,Europe,Storm,10,178,0,0,0,0,1922000
1991,Europe,"Volcanic activity",2,0,14000,0,0,14000,0
1991,Europe,Wildfire,4,0,0,0,0,0,0
1991,Oceania,Drought,2,0,0,0,0,0,946000
1991,Oceania,Flood,6,0,496,0,0,496,0
1991,Oceania,Landslide,2,400,0,0,10000,10000,0
1991,Oceania,Storm,8,26,170780,0,18036,188816,559120
1992,Africa,Drought,8,0,14863000,0,0,14863000,0
1992,Africa,Earthquake,6,1122,119900,19980,50540,190420,2400000
1992,Africa,Epidemic,20,4064,511120,0,0,511120,0
1992,Africa,"Extreme temperature ",2,36,0,0,0,0,0
1992,Africa,Flood,2,42,0,16,4500,4516,1800
1992,Africa,"Insect infestation",2,0,0,0,0,0,0
1992,Americas,Drought,4,0,4200000,0,0,4200000,500000
1992,Americas,Earthquake,12,382,23038,2116,3000,28154,600000
1992,Americas,Epidemic,18,2578,8466,0,0,8466,0
1992,Americas,"Extreme temperature ",6,160,0,0,32000,32000,4156000
1992,Americas,Flood,32,402,777850,640,419148,1197638,1916780
1992,Americas,Landslide,4,158,0,320,1000,1320,800000
1992,Americas,Storm,64,228,110000,210,579400,689610,69526000
1992,Americas,"Volcanic activity",4,2,610000,150,0,610150,0
1992,Americas,Wildfire,10,0,3300,0,1080,4380,830000
1992,Asia,Drought,4,0,24000000,0,0,24000000,106400
1992,Asia,Earthquake,26,6560,840336,12492,462076,1314904,2028300
1992,Asia,Epidemic,14,2206,861788,0,0,861788,0
1992,Asia,"Extreme temperature ",6,580,0,0,0,0,1900000
1992,Asia,Flood,66,10152,29670478,503584,7555372,37729434,12186546
1992,Asia,Landslide,10,1266,74000,0,76400,150400,59000
1992,Asia,"Mass movement (dry)",8,646,2000,138,800,2938,0
1992,Asia,Storm,62,2348,36041790,41208,177382,36260380,3405100
1992,Asia,"Volcanic activity",4,0,83156,0,0,83156,0
1992,Asia,Wildfire,2,112,0,0,100000,100000,12400
1992,Europe,Drought,6,0,0,0,0,0,2377200
1992,Europe,Earthquake,6,2,3000,90,0,3090,300000
1992,Europe,Epidemic,2,40,0,0,0,0,0
1992,Europe,Flood,16,34,72000,0,12000,84000,1620200
1992,Europe,"Mass movement (dry)",2,0,3500,0,0,3500,5200
1992,Europe,Storm,8,96,6000,0,0,6000,803200
1992,Europe,Wildfire,4,132,0,0,0,0,0
1992,Oceania,Drought,2,0,14000000,0,0,14000000,3000000
1992,Oceania,Flood,2,0,180000,0,0,180000,0
1992,Oceania,Storm,18,12,6540,1104,10000,17644,1462200
1992,Oceania,"Volcanic activity",2,0,0,0,0,0,0
1993,Africa,Drought,6,0,4693014,0,0,4693014,0
1993,Africa,Earthquake,2,6,0,30,0,30,0
1993,Africa,Epidemic,2,1026,8140,0,0,8140,0
1993,Africa,Flood,20,222,525158,92,44160,569410,7420
1993,Africa,Landslide,2,30,0,92,1300,1392,0
1993,Africa,"Mass movement (dry)",2,68,600,0,0,600,0
1993,Africa,Storm,8,48,3444,32,31318,34794,10330
1993,Americas,Drought,4,0,0,0,0,0,0
1993,Americas,Earthquake,10,26,12662,250,0,12912,15000
1993,Americas,Epidemic,4,200,904716,0,0,904716,0
1993,Americas,"Extreme temperature ",2,96,0,0,0,0,0
1993,Americas,Flood,50,1880,2520660,184,139614,2660458,27553540
1993,Americas,Landslide,10,984,152156,136,0,152292,1000000
1993,Americas,"Mass movement (dry)",2,150,4500,72,250,4822,0
1993,Americas,Storm,64,976,665360,1610,71600,738570,15704114
1993,Americas,"Volcanic activity",4,32,700,12,0,712,0
1993,Americas,Wildfire,4,6,0,260,0,260,2000000
1993,Asia,Drought,4,0,2350000,0,0,2350000,4000
1993,Asia,Earthquake,18,20026,254504,62314,75960,392778,3276000
1993,Asia,Epidemic,2,76,11320,0,0,11320,0
1993,Asia,Flood,66,9868,293652218,1898,473896,294128012,34404726
1993,Asia,"Insect infestation",6,0,0,0,0,0,0
1993,Asia,Landslide,28,1324,34130,254,123314,157698,936980
1993,Asia,"Mass movement (dry)",4,344,0,0,0,0,0
1993,Asia,Storm,104,4744,25946098,21244,1175460,27142802,8762772
1993,Asia,"Volcanic activity",8,166,232764,42,114000,346806,976
1993,Europe,Drought,4,0,20000,0,0,20000,0
1993,Europe,Earthquake,4,2,4200,42,0,4242,0
1993,Europe,"Extreme temperature ",4,82,400,120,0,520,0
1993,Europe,Flood,28,328,994000,906,0,994906,3756000
1993,Europe,Landslide,2,478,0,0,0,0,0
1993,Europe,"Mass movement (dry)",2,120,0,0,0,0,0
1993,Europe,Storm,26,74,1575400,40,400,1575840,4074720
1993,Oceania,Earthquake,6,116,20000,582,20000,40582,250000
1993,Oceania,"Extreme temperature ",2,34,6000000,1000,0,6001000,0
1993,Oceania,Flood,4,2,58000,60,91000,149060,14200
1993,Oceania,Storm,14,88,561000,146,64390,625536,215000
1994,Africa,Drought,2,0,2400000,0,0,2400000,0
1994,Africa,Earthquake,4,356,125000,578,0,125578,140000
1994,Africa,Epidemic,14,3762,13124428,0,0,13124428,0
1994,Africa,Flood,36,2170,1117650,28,1216084,2333762,424238
1994,Africa,Landslide,2,44,0,20,38,58,0
1994,Africa,Storm,16,980,5001600,4102,1092000,6097702,291200
1994,Africa,Wildfire,2,44,0,0,0,0,0
1994,Americas,Drought,16,0,250000,0,0,250000,80000
1994,Americas,Earthquake,8,672,25372,14316,89594,129282,60009000
1994,Americas,"Extreme temperature ",2,0,0,0,0,0,950000
1994,Americas,Flood,24,720,307438,500,72912,380850,1506000
1994,Americas,Landslide,6,36,330250,36,1000,331286,0
1994,Americas,Storm,34,2594,3179876,908,265940,3446724,2193936
1994,Americas,"Volcanic activity",4,0,151400,0,0,151400,0
1994,Americas,Wildfire,12,74,8800,4,60,8864,4000
1994,Asia,Drought,6,0,187380000,0,0,187380000,27710400
1994,Asia,Earthquake,32,1434,1275078,10588,28630,1314296,696352
1994,Asia,Epidemic,4,1106,26300,0,0,26300,0
1994,Asia,"Extreme temperature ",8,588,16000,0,0,16000,0
1994,Asia,Flood,78,10234,242004226,45042,13117792,255167060,16972974
1994,Asia,Landslide,14,534,211724,76,74954,286754,124600
1994,Asia,Storm,80,4766,56278370,16648,2459714,58754732,5944848
1994,Asia,"Volcanic activity",6,192,9400,44,0,9444,0
1994,Asia,Wildfire,2,0,6000000,0,0,6000000,0
1994,Europe,Earthquake,2,22,0,484,4200,4684,0
1994,Europe,Epidemic,2,142,2666,0,0,2666,0
1994,Europe,"Extreme temperature ",4,84,0,0,0,0,0
1994,Europe,Flood,36,418,1662898,0,21458,1684356,22102400
1994,Europe,Storm,24,84,124,372,61800,62296,2242000
1994,Europe,Wildfire,6,42,33600,40,0,33640,0
1994,Oceania,Drought,2,0,0,0,0,0,200000
1994,Oceania,Earthquake,4,0,10000,10,40,10050,0
1994,Oceania,"Extreme temperature ",4,10,2200000,368,0,2200368,0
1994,Oceania,Flood,2,0,314,0,0,314,0
1994,Oceania,Storm,8,54,5720000,188,640,5720828,155200
1994,Oceania,"Volcanic activity",2,10,212000,4,92000,304004,220000
1994,Oceania,Wildfire,4,8,90000,322,2000,92322,300000
1995,Africa,Drought,8,0,3623988,0,0,3623988,0
1995,Africa,Earthquake,2,20,0,138,0,138,0
1995,Africa,Epidemic,12,7204,140230,0,0,140230,0
1995,Africa,"Extreme temperature ",2,64,0,0,0,0,0
1995,Africa,Flood,40,2492,1835866,0,703584,2539450,154600
1995,Africa,"Insect infestation",2,0,0,0,0,0,0
1995,Africa,Storm,4,0,1550,0,4000,5550,0
1995,Africa,"Volcanic activity",2,0,2600,12,10000,12612,0
1995,Africa,Wildfire,2,0,170,0,0,170,0
1995,Americas,Drought,2,0,0,0,0,0,200000
1995,Americas,Earthquake,18,250,141634,1084,33400,176118,45520
1995,Americas,Epidemic,24,98,410814,0,0,410814,0
1995,Americas,"Extreme temperature ",10,1522,70000,0,0,70000,20000
1995,Americas,Flood,44,560,936560,110,240160,1176830,6665600
1995,Americas,"Insect infestation",2,0,0,0,0,0,208000
1995,Americas,Landslide,8,330,0,0,4000,4000,0
1995,Americas,Storm,78,822,538814,762,147674,687250,38792800
1995,Americas,"Volcanic activity",4,0,34000,0,0,34000,1444
1995,Americas,Wildfire,4,0,13000,0,0,13000,179000
1995,Asia,Drought,2,0,18120000,0,0,18120000,25600
1995,Asia,Earthquake,26,11126,2866760,74402,704272,3645434,200652480
1995,Asia,Epidemic,8,1120,44504,0,0,44504,0
1995,Asia,"Extreme temperature ",4,1356,0,0,0,0,0
1995,Asia,Flood,90,12842,375104906,142038,4491270,379738214,47194188
1995,Asia,"Insect infestation",4,0,400,0,0,400,0
1995,Asia,Landslide,18,2610,31030,804,2232790,2264624,61000
1995,Asia,Storm,52,6324,23418544,14438,3085200,26518182,4336268
1995,Asia,"Volcanic activity",2,0,0,0,5000,5000,0
1995,Asia,Wildfire,6,58,400,80,6000,6480,90000
1995,Europe,Earthquake,6,4082,45000,1820,12600,59420,1873600
1995,Europe,Epidemic,6,434,311236,0,0,311236,0
1995,Europe,"Extreme temperature ",8,516,0,356,0,356,1648600
1995,Europe,Flood,14,18,3418000,0,10000,3428000,1097200
1995,Europe,Landslide,6,102,126,40,0,166,11578
1995,Europe,Storm,20,364,574300,20,2400,576720,6427200
1995,Europe,Wildfire,2,0,4000,28,0,4028,0
1995,Oceania,"Extreme temperature ",2,2,1000000,200,0,1000200,0
1995,Oceania,Storm,8,16,863000,138,400,863538,457400
1995,Oceania,"Volcanic activity",2,0,140,0,0,140,0
1996,Africa,Drought,8,0,6684000,0,0,6684000,0
1996,Africa,Epidemic,58,32226,1288254,0,0,1288254,0
1996,Africa,"Extreme temperature ",4,104,0,0,0,0,0
1996,Africa,Flood,34,656,1142922,37262,169052,1349236,123720
1996,Africa,Landslide,2,68,0,0,0,0,0
1996,Africa,Storm,12,74,600460,0,40,600500,29000
1996,Americas,Drought,2,0,0,0,0,0,2400000
1996,Americas,Earthquake,6,96,140710,1534,72610,214854,14000
1996,Americas,Epidemic,2,124,6000,0,0,6000,0
1996,Americas,Flood,42,292,1202442,0,233400,1435842,7461200
1996,Americas,Landslide,12,432,14350,210,220,14780,0
1996,Americas,Storm,60,1044,2168068,428,172692,2341188,8260660
1996,Americas,"Volcanic activity",4,0,9486,0,0,9486,0
1996,Americas,Wildfire,4,2,0,100,0,100,17000
1996,Asia,Drought,2,0,0,0,0,0,1084800
1996,Asia,Earthquake,16,1056,7019250,35838,3703420,10758508,1130800
1996,Asia,Epidemic,26,1410,98766,0,0,98766,0
1996,Asia,"Extreme temperature ",4,464,0,0,0,0,0
1996,Asia,Flood,76,15062,351959056,468340,9608720,362036116,46802480
1996,Asia,Landslide,24,1548,1000,316,500,1816,0
1996,Asia,Storm,58,8012,51231502,84762,26528,51342792,11291540
1996,Asia,Wildfire,4,50,11000,122,0,11122,3425600
1996,Europe,Earthquake,4,0,3000,0,4000,7000,0
1996,Europe,Epidemic,4,14,1186,0,0,1186,0
1996,Europe,"Extreme temperature ",2,32,0,400,0,400,0
1996,Europe,Flood,28,74,505980,0,400,506380,1934000
1996,Europe,Landslide,6,168,800,258,0,1058,40000
1996,Europe,Storm,10,16,24120,0,0,24120,735020
1996,Europe,"Volcanic activity",2,0,0,0,0,0,33000
1996,Europe,Wildfire,2,38,0,0,1200,1200,0
1996,Oceania,Flood,4,10,25400,52,1000,26452,672600
1996,Oceania,Landslide,4,94,200,18,0,218,0
1996,Oceania,Storm,14,16,1247000,152,2460,1249612,1199066
1996,Oceania,"Volcanic activity",4,8,3600,58,0,3658,0
1997,Africa,Drought,12,0,6154200,0,0,6154200,0
1997,Africa,Earthquake,2,30,0,92,0,92,0
